book,num,title,title2,originalTitle,composer,composer2,author,author2,theme
JEM,892,À tes pieds,Je suis à ma place,,"Freymond, Sylvain ; Schneider, Rolf",Sylvain Freymond ; Rolf Schneider,"Freymond, Sylvain ; Schneider, Rolf",Sylvain Freymond ; Rolf Schneider,Intimité
JEM,893,À la croix,"Seigneur, tu me cherches",At the Cross,"Zschech, Darlène  ; Morgan, Reuben",Darlène Zschech ; Reuben Morgan,"Zschech, Darlène  ; Morgan, Reuben",Darlène Zschech ; Reuben Morgan,Jésus-Christ
JEM,894,Accueilli dans les parvis du Roi,Et je tombe face à terre,Welcomed into the courts of the King,"Redman, Matt et Beth",Matt et Beth Redman,"Redman, Matt et Bath",Matt et Bath Redman,Intimité
JEM,895,Comme aux jours du prophète Elie,,These are the days of Elijah,"Mark, Robin",Robin Mark,"Mark, Robin",Robin Mark,Prophétique
JEM,896,Création,Tu as tiré du néant,,"Bourbouze, Elisabeth",Elisabeth Bourbouze,"Bourbouze, Elisabeth",Elisabeth Bourbouze,Dieu
JEM,897,"Dansez, dansez",Ô grâce immense qui est venue,"Dance dance, everybody dance","Newton, John ; Hughes, Tim",John Newton ; Tim Hughes,"Newton, John ; Hughes, Tim",John Newton ; Tim Hughes,Joie et célébration
JEM,898,Debout,Viens par ta lumière,,"Fuchs, Markus",Markus Fuchs,"Fuchs, Markus",Markus Fuchs,Appel
JEM,899,Dieu est grand,La création crie à toi,God is great,"Sampson, Marty",Marty Sampson,"Sampson, Marty",Marty Sampson,Dieu
JEM,900,Dieu incomparable,Du plus haut des sommets,Indescribable,"Story, Laura",Laura Story,"Story, Laura",Laura Story,Dieu
JEM,901,Dieu tu es bon,Et ta grâce envers nous dure à jamais,You are good,"Houghton, Israël",Israël Houghton,"Houghton, Israël",Israël Houghton,Dieu
JEM,902,Digne est l'Agneau sacrifié,"Saint, oui saint, trois fois saint",Revelation Song,"Riddle, Jennie Lee",Jennie Lee Riddle,"Riddle, Jennie Lee",Jennie Lee Riddle,Adoration
JEM,903,"Jésus, espoir des nations",Tu es venu vivre et mourir,Hope of the nations,"Doerksen, Brian",Brian Doerksen,"Doerksen, Brian",Brian Doerksen,Espérance
JEM,904,"Éternel, que ton nom soit élevé",,,"Bussy, Jean-François",Jean-François Bussy,"Bussy, Jean-François",Jean-François Bussy,Dieu
JEM,905,Fort,Dieu est si fort,,"Fuchs, Markus",Markus Fuchs,"Fuchs, Markus",Markus Fuchs,Combat spirituel
JEM,906,Hosanna (Baloche),Un chant s'élève,Hosanna,"Baloche, Paul ; Brown, Brenton",Paul Baloche ; Brenton Brown,"Baloche, Paul ; Brown, Brenton",Paul Baloche ; Brenton Brown,Espérance
JEM,907,Hosanna (Fraser),Je vois le Roi de gloire,Hosanna,"Fraser, Brooke",Brooke Fraser,"Fraser, Brooke",Brooke Fraser,Foi et confiance
JEM,908,J'ai envie de crier,Je ne peux que te dire,,"Marvane, Matthieu",Matthieu Marvane,"Marvane, Matthieu",Matthieu Marvane,Reconnaissance
JEM,909,J'irai,Montre-moi la voie,,"Dumont, Luc et Marie",Luc et Marie Dumont,"Dumont, Luc et Marie",Luc et Marie Dumont,Engagement
JEM,910,Je chanterai gloire,Je viens t'offrir,,"Marvane, Matthieu",Matthieu Marvane,"Marvane, Matthieu",Matthieu Marvane,Louange
JEM,911,Je lève les yeux,Si je suis seul,,"Unger, Stéphane ; Schneider, Rolf",Stéphane Unger ; Rolf Schneider,"Unger, Stéphane ; Schneider, Rolf",Stéphane Unger ; Rolf Schneider,Espérance
JEM,912,Je peux tout,Plus grand est celui,,"Dumont, Luc",Luc Dumont,"Dumont, Luc",Luc Dumont,Foi et confiance
JEM,913,Je t'admire,Rien ne pourrait,,"Unger, Stéphane",Stéphane Unger,"Unger, Stéphane",Stéphane Unger,Jésus-Christ
JEM,914,Je t'adore Seigneur,Par tes blessures je suis guéri,,"Keller, Lilo",Lilo Keller,"Keller, Lilo",Lilo Keller,Adoration
JEM,915,Je te célèbre,"Tu es vie, tu es amour",,"Küffer, Stéphanie",Stéphanie Küffer,"Küffer, Stéphanie",Stéphanie Küffer,Joie et célébration
JEM,916,Je te loue,Comme le soleil,,"Oskera, Caroline",Caroline Oskera,"Oskera, Caroline",Caroline Oskera,Louange
JEM,917,Je viens dans ta maison,Texte supprimé,,"Favreau, André et Lynne-Marie",André et Lynne-Marie Favreau,"Favreau, André et Lynne-Marie",André et Lynne-Marie Favreau,Eglise
JEM,918,"Jesus, le magnifique",Tu as reçu l'onction royale,,"Bourbouze, Elisabeth",Elisabeth Bourbouze,"Bourbouze, Elisabeth",Elisabeth Bourbouze,Jésus-Christ
JEM,919,L'univers chante le nom,"Jésus, tu es tout pour moi",,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Jésus-Christ
JEM,920,La terre entière,Tu dis,All the Earth,"Baloche, Paul",Paul Baloche,"Baloche, Paul",Paul Baloche,Combat spirituel
JEM,921,Le Roi vient,L'humanité t'attend,,"Robertson, Judith Ann",Judith Ann Robertson,"Robertson, Judith Ann",Judith Ann Robertson,Jésus-Christ
JEM,922,Mélodie venue du ciel,"Saint, ô Éternel, Dieu de l'univers",,"Boungou, Marcel",Marcel Boungou,"Boungou, Marcel",Marcel Boungou,Adoration
JEM,923,Mon âme cherche ta présence,Soudain plongé dans ta lumière immense,,"Lafitte, Corinne",Corinne Lafitte,"Lafitte, Corinne",Corinne Lafitte,Intimité
JEM,924,Mon refuge,Tu garderas celui qui t'aime,,"Unger, Stéphane",Stéphane Unger,"Unger, Stéphane",Stéphane Unger,Foi et confiance
JEM,925,Notre Père créateur,"Mon Dieu, mon Seigneur, le Tout-Puissant",,"Schaub, Mario",Mario Schaub,"Schaub, Mario",Mario Schaub,Dieu
JEM,926,Notre force sera renouvelée,Tu es le Dieu d'éternité,Strength will rise,"Brown, Brenton ; Riley, Ken",Brenton Brown ; Ken Riley,"Brown, Brenton ; Riley, Ken",Brenton Brown ; Ken Riley,Foi et confiance
JEM,927,Offrons au Seigneur reconnaissance,,Give Thanks to the Lord,"Tomlin, Chris",Chris Tomlin,"Tomlin, Chris",Chris Tomlin,Proclamation
JEM,928,Oui je t'aime,Quels mots tracerait,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Intimité
JEM,929,Pas d'autre Dieu,Vie abondante,,"Fuchs, Markus",Markus Fuchs,"Fuchs, Markus",Markus Fuchs,Dieu
JEM,930,Pardonné,Quand l'ennemi vient se présenter,,"Lafitte, Corinne",Corinne Lafitte,"Lafitte, Corinne",Corinne Lafitte,Identité
JEM,931,Pour toi mon Dieu,J'élève ma voix pour t'acclamer,,"Geiser, Marie-Claire ; Kummer, Wilfred",Marie-Claire Geiser ; Wilfred Kummer,"Geiser, Marie-Claire ; Kummer, Wilfred",Marie-Claire Geiser ; Wilfred Kummer,Louange
JEM,932,Roi de gloire,Tu es le Roi de gloire,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Adoration
JEM,933,Que ma louange te plaise,Je veux chanter,,"Marvane, Matthieu",Matthieu Marvane,"Marvane, Matthieu",Matthieu Marvane,Joie et célébration
JEM,934,Rien ne nous séparera,Dans ces temps de la fin,,"Schaub, Mario",Mario Schaub,"Schaub, Mario",Mario Schaub,Foi et confiance
JEM,935,Roi de majesté,Tu sais que,King Of Majesty,"Sampson, Marty",Marty Sampson,"Sampson, Marty",Marty Sampson,Louange
JEM,936,Sauve avec puissance,Tous ont besoin d'être aimés,Mighty to save,"Morgan, Reuben ; Fielding, Ben",Reuben Morgan ; Ben Fielding,"Morgan, Reuben ; Fielding, Ben",Reuben Morgan ; Ben Fielding,Evangélisation
JEM,937,Seigneur sois le bienvenu,"Reçois nos chants, nos hommages",,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Eglise
JEM,938,Seigneur ta présence,Ça change tout quand tu es là,,"Freymond, Sylvain ; Schneider, Rolf",Sylvain Freymond ; Rolf Schneider,"Freymond, Sylvain ; Schneider, Rolf",Sylvain Freymond ; Rolf Schneider,Foi et confiance
JEM,939,Ta grâce nous apprend à danser,,Your mercy taught us how to dance,"Redman, Matt",Matt Redman,"Redman, Matt",Matt Redman,Joie et célébration
JEM,940,Ton nom,De l'aube au coucher,Your name,"Baloche, Paul ; Packiam, Glenn",Paul Baloche ; Glenn Packiam,"Baloche, Paul ; Packiam, Glenn",Paul Baloche ; Glenn Packiam,Jésus-Christ
JEM,941,Ton sang parle beaucoup mieux,,Your blood speaks a better word,"Redman, Matt",Matt Redman,"Redman, Matt",Matt Redman,Sainte-cène
JEM,942,Tu as choisi la croix,"Émerveillé, saisi d'amour",You chose the Cross,"Layzell, Martyn",Martyn Layzell,"Layzell, Martyn",Martyn Layzell,Sainte-cène
JEM,943,Viens Esprit du Dieu saint,"Oui, purifie-moi et lave-moi","Ven, espiritu Ven","Barrientos, Marco",Marco Barrientos,"Barrientos, Marco",Marco Barrientos,Saint-Esprit
JEM,944,À lui la majesté,À lui nos cœurs !,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Adoration
JEM,945,Et pour toujours il règnera,"Quelle vision, devant mes yeux",And He shall reign,"Kendrick, Graham",Graham Kendrick,"Kendrick, Graham",Graham Kendrick,Jésus-Christ
JEM,946,Chaque fois que je te loue,,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Proclamation
JEM,947,La paix,Reçois la paix du Seigneur,The peace,"Kendrick, Graham",Graham Kendrick,"Kendrick, Graham",Graham Kendrick,Partage
JEM,948,Le plus grand jour de l'histoire,,Happy Day,"Hugues, Tim ; Cantelon, Ben",Tim Hugues ; Ben Cantelon,"Hugues, Tim ; Cantelon, Ben",Tim Hugues ; Ben Cantelon,"Joie, célébration"
JEM,949,Contempler ta magnificence,Je veux contempler ta magnificence,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Foi et confiance
JEM,950,Tu es bon,"En tout temps, je veux",,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,Louange
JEM,951,Notre Dieu,Tu as changé,Our God,"Redman, Matt ; Myrin, Jonas ; Tomlin, Chris ; Reeves, Jesse",Matt Redman ; Jonas Myrin ; Chris Tomlin ; Jesse Reeves,"Redman, Matt ; Myrin, Jonas ; Tomlin, Chris ; Reeves, Jesse",Matt Redman ; Jonas Myrin ; Chris Tomlin ; Jesse Reeves,Dieu
JEM,952,Tu es Seigneur de mon cœur,,,"Ecole de louange JEM ; Dumont, Luc",Ecole de louange JEM ; Luc Dumont,"Ecole de louange JEM ; Dumont, Luc",Ecole de louange JEM ; Luc Dumont,Louange
JEM,953,Au-delà de mes mots,,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Adoration
JEM,954,Rendons gloire au Père,,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Proclamation
JEM,955,Toucher le ciel,"Seigneur, j'ai soif de toi",,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Partage
JEM,956,Infiniment grand,Quand je songe l'univers,,"Corn, Sebastien",Sebastien Corn,"Corn, Sebastien",Sebastien Corn,Adoration
JEM,957,Je n'ai rien à craindre,,,"Dumont, Luc",Luc Dumont,"Dumont, Luc",Luc Dumont,Foi et confiance
JEM,958,Nous nous prosternons,L'Agneau a vaincu la mort,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Adoration
JEM,959,Tu es Dieu depuis toujours,,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Création
JEM,960,Adonaï Shamma,"Shalom, shalom",,"Lafitte, Corinne",Corinne Lafitte,"Lafitte, Corinne",Corinne Lafitte,Dieu
JEM,961,Merci pour la croix,Précieux Jésus,Thank you for the cross,"Kendrick, Graham",Graham Kendrick,"Kendrick, Graham",Graham Kendrick,Sacrifice
JEM,962,Dieu n'a pas envoyé,,,"Freymond, Sylvain ; Schneider, Rolf",Sylvain Freymond ; Rolf Schneider,"Freymond, Sylvain ; Schneider, Rolf",Sylvain Freymond ; Rolf Schneider,Salut
JEM,963,Tu es le Seigneur,Dieu des nations,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Adoration
JEM,964,Communion,Ceci est mon corps,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Sainte-cène
JEM,965,Dieu créateur,La création est un chant,Creation's King,"Kendrick, Graham",Graham Kendrick,"Kendrick, Graham",Graham Kendrick,Louange
JEM,966,Je suis libre,Libre de courir,I am free,"Egan, Jon",Jon Egan,"Egan, Jon",Jon Egan,Victoire
JEM,967,Louez l'Eternel,"Louez l'Éternel, car il est bon",,"Dumont, Luc",Luc Dumont,"Dumont, Luc",Luc Dumont,Louange
JEM,968,Christ triomphe,Humble et sans faute,,"Frappier, Christian ; Ostrini, Thierry",Christian Frappier ; Thierry Ostrini,"Frappier, Christian ; Ostrini, Thierry",Christian Frappier ; Thierry Ostrini,Sacrifice
JEM,969,Toi seul es digne,L'immensité de ta grandeur,,"Luiten, Dan",Dan Luiten,"Luiten, Dan",Dan Luiten,Adoration
JEM,970,Yahwé,L'Éternel est mon berger,,"Olivier, Samuel",Samuel Olivier,"Olivier, Samuel",Samuel Olivier,Foi et confiance
JEM,971,Alléluia,"Sois loué, exalté",Hallelujah,"Cantelon, Ben",Ben Cantelon,"Cantelon, Ben",Ben Cantelon,Adoration
JEM,972,Nous voulons chanter,Nous ne pouvons que t'aimer,Sing sing sing,"Tomlin, Chris ; Reeves, Jesse ; Gilder, Matt ; Carson, Daniel ; Nunn, Travis",Chris Tomlin ; Jesse Reeves ; Matt Gilder ; Daniel Carson ; Travis Nunn,"Tomlin, Chris ; Reeves, Jesse ; Gilder, Matt ; Carson, Daniel ; Nunn, Travis",Chris Tomlin ; Jesse Reeves ; Matt Gilder ; Daniel Carson ; Travis Nunn,Louange
JEM,973,Ta parole,Ta Parole est la vérité,,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,Foi et confiance
JEM,974,Roi des cieux,Entrons dans sa présence,,"Luiten, Dan",Dan Luiten,"Luiten, Dan",Dan Luiten,Louange
JEM,975,Un chant nouveau,Son nom est le grand « Je suis »,,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,Louange
JEM,976,Prosterné (je te suivrai),Je te suivrai,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond ; Rolf Schneider,Adoration
JEM,977,Voici le jour,Mes soucis je laisse,Today is the day,"Baloche, Paul ; Brewster, Lincoln",Paul Baloche ; Lincoln Brewster,"Baloche, Paul ; Brewster, Lincoln",Paul Baloche ; Lincoln Brewster,Foi et confiance
JEM,978,Sois glorifié,C'est en ton nom,Be glorified,"Kendrick, Graham",Graham Kendrick,"Kendrick, Graham",Graham Kendrick,Engagement
JEM,979,Sauveur du monde,Par amour,Savior of the world,"Cantelon, Ben",Ben Cantelon,"Cantelon, Ben",Ben Cantelon,Proclamation
JEM,980,"Bénis Dieu, ô mon âme","Voici l'aurore, l'aube d'un nouveau jour",Bless the Lord o my soul,"Myrin, Jonas ; Redman, Matt",Jonas Myrin ; Matt Redman,"Myrin, Jonas ; Redman, Matt",Jonas Myrin ; Matt Redman,Louange
JEM,981,Que nos chants soient comme un signe,,Let our praise be your welcome,"Wanstall, Tim ; Redman, Matt ; Maher, Matt ; Reeves, Jesse",Tim Wanstall ; Matt Redman ; Matt Maher ; Jesse Reeves,"Wanstall, Tim ; Redman, Matt ; Maher, Matt ; Reeves, Jesse",Tim Wanstall ; Matt Redman ; Matt Maher ; Jesse Reeves,Louange
JEM,982,C'était toi,Le ciel et les étoiles,,"Reymond, François",François Reymond,"Reymond, François",François Reymond,Louange
JEM,983,Homme crucifié,J'ai mis tout mon espoir,Crucified man,"Kendrick, Graham",Graham Kendrick,"Kendrick, Graham",Graham Kendrick,Jésus-Christ
JEM,984,Je te louerai parmi les peuples,Dès le matin,,"Dumont, Luc",Luc Dumont,"Dumont, Luc",Luc Dumont,Louange
JEM,985,Générations,Tout au long,,"Durham, David ;Reymond, Christine",David Durham ; Christine Reymond,"Durham, David ;Reymond, Christine",David Durham ; Christine Reymond,Dieu
JEM,986,Béni soit ton nom,"Ta majesté, ta sainteté",,"Blanc, Thomas",Thomas Blanc,"Blanc, Thomas",Thomas Blanc,Louange
JEM,987,Dieu des nations,,,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Dieu
JEM,988,C'est notre appel,"Sauveur, seul Roi d'éternité",We are called to Worship,"Fitts, Bob",Bob Fitts,"Fitts, Bob",Bob Fitts,Adoration
JEM,989,Tu es bon,Je veux proclamer,You are good,"Johnson, Brian ; Riddle, Jérémy",Brian Johnson ; Jérémy Riddle,"Johnson, Brian ; Riddle, Jérémy",Brian Johnson ; Jérémy Riddle,Dieu
JEM,990,Grande est ta fidélité,"Quand je me couche, tu es là !",,"Chellembron, Gilbert",Gilbert Chellembron,"Chellembron, Gilbert",Gilbert Chellembron,Foi et confiance
JEM,991,Notre Dieu règne,Le Dieu des temps,The God of time and Eternity,"Brading, Simon",Simon Brading,"Brading, Simon",Simon Brading,Autorité
JEM,992,Merci pour la croix,On a tant parlé de lui,,"Marvane, Matt",Matt Marvane,"Marvane, Matt",Matt Marvane,Sacrifice
JEM,993,Il me reste encore la croix,Le fardeau de ma misère,,"Schneider, Rolf",Rolf Schneider,"Schneider, Rolf",Rolf Schneider,Sacrifice
JEM,994,Tu es Jésus,Nous comptons sur toi,Jesus You Are,"Cronk, Nate",Nate Cronk,"Cronk, Nate",Nate Cronk,Jésus-Christ
JEM,995,Voici le jour,Voici le jour du Seigneur !,This is the day,"Hopper, Christopher",Christopher Hopper,"Hopper, Christopher",Christopher Hopper,Appel
JEM,996,Tu es Dieu de cette ville,Dieu de cette ville,You're the God of this city,"Boyd, Aaron ; Bleakley, Richarg ; Comfort, Peter ; Kernoghan, Peter ; McCann, Andrew ; Jordan, Ian",Aaron Boyd ; Richarg Bleakley ; Peter Comfort ; Peter Kernoghan ; Andrew McCann ; Ian Jordan,"Boyd, Aaron ; Bleakley, Richarg ; Comfort, Peter ; Kernoghan, Peter ; McCann, Andrew ; Jordan, Ian",Aaron Boyd ; Richarg Bleakley ; Peter Comfort ; Peter Kernoghan ; Andrew McCann ; Ian Jordan,Proclamation
JEM,997,"Éveille-toi, mon âme","Il a souffert, il s'est livré",,"Olivier, Samuel",Samuel Olivier,"Olivier, Samuel",Samuel Olivier,Appel
JEM,998,Fort et puissant,"Dieu, tu es ma force et mon chant",,"Olivier, Samuel",Samuel Olivier,"Olivier, Samuel",Samuel Olivier,Foi et confiance
JEM,999,Qui pourrait être ton égal,A qui pourrions-nous te comparer,,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,"Katow, Pierre-Nicolas de",Pierre-Nicolas de Katow,Dieu
JEM,1000,Cet amour,En toi les humbles sont bénis,The Same Love,"Baloche, Paul ; Rossback, Michael",Paul Baloche et Michael Rossback,"Baloche, Paul ; Rossback, Michael",Paul Baloche et Michael Rossback,Intimité
JEM,1001,Merveilleux nom,"Cournonné, rayonnant",,"Yelle, Jean-Philippe ; Corn, Sébastien",Jean-Philippe Yelle et Sébastien Corn,"Yelle, Jean-Philippe ; Corn, Sébastien",Jean-Philippe Yelle et Sébastien Corn,Jésus-Christ
JEM,1002,Tu es le seul,Tu es le seul vrai Dieu,,"Freymond, Siméon ; Meylan, Céline",Siméon Freymond et Céline Meylan,"Freymond, Siméon ; Meylan, Céline",Siméon Freymond et Céline Meylan,Proclamation
JEM,1003,Peuple racheté,Hallelu et Adonaï,,"Lafitte, Corinne",Corinne Lafitte,"Lafitte, Corinne",Corinne Lafitte,"Joie, célébration"
JEM,1004,En Jésus seul,"Oh, quel amour !",In Christ Alone,"Townend, Stuart ; Getty, Keith",Stuart Townend et Keith Getty,"Townend, Stuart ; Getty, Keith",Stuart Townend et Keith Getty,Jésus-Christ
JEM,1005,Sauve de grâce,L'Éternel fera germer le salut,,"Bourbouze, Elisabeth",Elisabeth Bourbouze,"Bourbouze, Elisabeth",Elisabeth Bourbouze,Espérance
JEM,1006,Notre Père,Abba Père,,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,Prière
JEM,1007,Je suivrai mon Seigneur,,,"Christensen, Chris ; Ostrini, Thierry",Chris Christensen et Thierry Ostrini,"Christensen, Chris ; Ostrini, Thierry",Chris Christensen et Thierry Ostrini,Engagement
JEM,1008,Nous dansons,Dieu est dans nos villes,,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,Evangélisation
JEM,1009,Ta grâce,Je suis sauvé,,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,Grâce
JEM,1010,Qui est ce roi ?,Tu es digne de toute la gloire,,"Gutknecht, Fabien",Fabien Gutknecht,"Gutknecht, Fabien",Fabien Gutknecht,Jésus-Christ
JEM,1011,Mon secours est en toi,Si la lune me glace,,"Corn, Sébastien",Sébastien Corn,"Corn, Sébastien",Sébastien Corn,Foi et confiance
JEM,1012,Gloire à Jésus,Nous choisissons de te suivre,,"Lemaire, Tabitha ; Gerhon, Sarah ; Gasse, David","Tabitha Lemaire, Sarah Gerhon et David Gasse","Lemaire, Tabitha ; Gerhon, Sarah ; Gasse, David","Tabitha Lemaire, Sarah Gerhon et David Gasse",Louange
JEM,1013,Notre Père dans les cieux,,Our Father,"Meier, Marcus",Marcus Meier,"Meier, Marcus",Marcus Meier,Prière
JEM,1014,Sola Gratia,Amour parfait,,"Corn, Sébastien ; Morin, David",Sébastien Corn et David Morin,"Corn, Sébastien ; Morin, David",Sébastien Corn et David Morin,Grâce
JEM,1015,Ta tendre voix,Où irais-je ?,,"Billioux, Yannick",Yannick Billioux,"Billioux, Yannick",Yannick Billioux,Ecoute
JEM,1016,Quelle grâce incomparable,Qui brise le pouvoir du mal,This is amazing Grace,"Wickham, Phil ; Riddle, Jeremy ; Farro, Josh","Phil Wickham, Jeremy Riddle et Josh Farro","Wickham, Phil ; Riddle, Jeremy ; Farro, Josh","Phil Wickham, Jeremy Riddle et Josh Farro",Grâce
JEM,1017,Christ est ma joie,"Non, je n'aurai pas honte de le proclamer",,"Corn, Sébastien",Sébastien Corn,"Corn, Sébastien",Sébastien Corn,"Joie, célébration"
JEM,1018,Une seule Eglise,Nous n'avons qu'un seul Père,,"Prigent, David",David Prigent,"Prigent, David",David Prigent,Eglise
JEM,1019,Paré de splendeur,Tes merveilles et ta splendeur,,"Bancal, Samuel ; Chanson, Cédric",Samuel Bancal et Cédric Chanson,"Bancal, Samuel ; Chanson, Cédric",Samuel Bancal et Cédric Chanson,Adoration
JEM,1020,Merveilleux Sauveur,Je reconnais,,"Gutknecht, Fabien",Fabien Gutknecht,"Gutknecht, Fabien",Fabien Gutknecht,Salut
JEM,1021,À ton nom,Seigneur de la terre,At your name,"Wickham, Phil ; Hughes, Tim",Phil Wickham et Tim Hughes,"Wickham, Phil ; Hughes, Tim",Phil Wickham et Tim Hughes,Proclamation
JEM,1022,Esprit de Dieu,Déchire les cieux,Spirit Break Out,"Hellebronth, Luke ; Dhillon, Myles ; Hughes, Tim ; Bryant, Ben","Luke Hellebronth, Myles Dhillon, Tim Hughes et Ben Bryant","Hellebronth, Luke ; Dhillon, Myles ; Hughes, Tim ; Bryant, Ben","Luke Hellebronth, Myles Dhillon, Tim Hughes et Ben Bryant",Réveil
JEM,1023,Digne es-tu,Tant que respire,,"Ostrini, Thierry",Thierry Ostrini,"Ostrini, Thierry",Thierry Ostrini,Louange
JEM,1024,Rien n'est impossible,Je vivrai non par ce que je vois,Nothing is impossible,"Hunt, Joth",Joth Hunt,"Hunt, Joth",Joth Hunt,Foi et confiance
JEM,1025,Glorieux,Considère le mystère,Glorius,"Baloche, Paul ; Brown, Brenton",Paul Baloche et Brenton Brown,"Baloche, Paul ; Brown, Brenton",Paul Baloche et Brenton Brown,Louange
JEM,1026,"Jésus, je te suivrai","Dans la joie, quand le soleil m'inonde",,"Corn, Sébastien",Sébastien Corn,"Corn, Sébastien",Sébastien Corn,Engagement
JEM,1027,Rien de plus,Quand le soleil se lève,,"Frappier, Christian ; Ostrini, Thierry",Christian Frappier et Thierry Ostrini,"Frappier, Christian ; Ostrini, Thierry",Christian Frappier et Thierry Ostrini,Consécration
JEM,1028,Grâce infinie,"Il me libère, brise mes chaînes",Amazing Grace,"Newton, John ; Tomlin, Chris ; Giglio, Louie","John Newton, Chris Tomlin et Louie Giglio","Newton, John ; Tomlin, Chris ; Giglio, Louie","John Newton, Chris Tomlin et Louie Giglio",Grâce
JEM,1029,Hosanna,Dieu immense,,"Marvane, Matt",Matt Marvane,"Marvane, Matt",Matt Marvane,Louange
JEM,1030,Même si je ne sens rien,"Mon Jésus, je viens à toi",,"Freymond, Sylvain",Sylvain Freymond,"Freymond, Sylvain",Sylvain Freymond,Louange
JEM,1031,Soyons reconnaissants,Il a tout créé,,"Freymond, Siméon et Sylvain",Siméon et Sylvain Freymond,"Freymond, Siméon et Sylvain",Siméon et Sylvain Freymond,Reconnaissance
JEM,1032,J'élève,"Me voici, je m'abandonne",,"Olivier, Samuel",Samuel Olivier,"Olivier, Samuel",Samuel Olivier,Louange
JEM,1033,"Merci, Jésus",Nous regardons tous à la croix,,"Freymond, Siméon et Sylvain",Siméon et Sylvain Freymond,"Freymond, Siméon et Sylvain",Siméon et Sylvain Freymond,Sacrifice
JEM,1034,"Unique, sublime",Ta louange dépasse,,"Freymond, Siméon et Sylvain",Siméon et Sylvain Freymond,"Freymond, Siméon et Sylvain",Siméon et Sylvain Freymond,Adoration
JEM,1035,Chantez à l'Eternel,Tu es la promesse du printemps,,"Olivier, Samuel",Samuel Olivier,"Olivier, Samuel",Samuel Olivier,"Joie, célébration"
JEM,1036,"Seigneur, attire","Seigneur, attire mon cœur à toi",,"Morris, Celia",Celia Morris,"Morris, Celia",Celia Morris,Consécration
JEM,1037,Danse,Je cherche ton cœur,Dance,"Wooten, Paulette ; Yaraei, Suzy Wills",Paulette Wooten et Suzy Wills Yaraei,"Wooten, Paulette ; Yaraei, Suzy Wills",Paulette Wooten et Suzy Wills Yaraei,Danse
JEM,1038,Reflets de toi,Mais je sais que ce que je vois,,"Durham, David",David Durham,"Durham, David ; Reymond, Christine et François","David Durham, Christine et François Reymond",Création
JEM,1039,Devant toi,Nous voici devant toi,,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,"Pouzin, Benjamin et Thomas",Benjamin et Thomas Pouzin,Engagement
JEM,1040,Comment ne pas t'aimer ?,,,"Baron, Yves",Yves Baron,"Baron, Yves",Yves Baron,Louange
JEM,1041,Dieu est puissant,"Élevé, il a vaincu la mort",God is able,"Fielding, Ben ; Morgan, Reuben",Ben Fielding et Reuben Morgan,"Fielding, Ben ; Morgan, Reuben",Ben Fielding et Reuben Morgan,Dieu
JEM,1042,Fidèle,Tes bontés se renouvellent,,"de Katow, Pierre-Nicolas",Pierre-Nicolas de Katow,"de Katow, Pierre-Nicolas",Pierre-Nicolas de Katow,Dieu
