"book","num","title","title2","originalTitle","composer","composer2","author","author2","theme"
"À toi la gloire",178,"Oh ! que ton joug est facile",,"Now, on land and sea descending","Bortniansky, Dimitri","Dimitri Bortniansky","Maison, Mme de","Mme de Maison","Bible"
"À toi la gloire",179,"Ta Parole, Seigneur",,"Die Wollust dieser Welt","Fritsch, Ahasvérus","Ahasvérus Fritsch","Hoseman, Jean-Jacques","Jean-Jacques Hoseman","Bible"
"À toi la gloire",180,"Divine Parole",,"On our way rejoicing","Havergal, Frances-Ridley","Frances-Ridley Havergal","Fisch, Auguste","Auguste Fisch","Bible"
"À toi la gloire",181,"O Seigneur, bénis la parole",,,"Bost, Paul-Ami","Paul-Ami Bost","Lutteroth, Henri","Henri Lutteroth","Bible"
"À toi la gloire",182,"Pour triompher dans les combats",,"Eternal Father, Strong to Save","Dykes, John Bacchus","John Bacchus Dykes","Bersier, Eugène","Eugène Bersier","Bible"
"À toi la gloire",183,"Ta Parole est la richesse",,,"Kuen, Alfred","Alfred Kuen","Bonnard, Emile","Emile Bonnard","Bible"
"À toi la gloire",184,"O Jésus, tu nous appelles",,"Herz und Herz vereint zusammen","Psautier morave","Psautier morave","Budry, Edmond Louis","Edmond Louis Budry","Eglise universelle"
"À toi la gloire",185,"Sur toi, Pierre angulaire",,,"Recueil de Württemberg","Recueil de Württemberg","Saillens, Ruben","Ruben Saillens","Eglise universelle"
"À toi la gloire",186,"Tu nous aimes, Seigneur",,,"d'Urhan, Chrétien","Chrétien d'Urhan","Lemire, Mme","Mme Lemire","Communion fraternelle"
"À toi la gloire",187,"Béni soit le lien",,"Dennis","Naegeli, Hans Georg","Hans Georg Naegeli","Budry, Edmond Louis","Edmond Louis Budry","Communion fraternelle"
"À toi la gloire",188,"Ensemble nous pouvons chanter",,"All together","Edewards, Abraham","Abraham Edewards","Muller, Ruth","Ruth Muller","Communion fraternelle"
"À toi la gloire",189,"Tous ensemble, amis, chantons",,,"Benoit, Claire-Lise de","Claire-Lise de Benoit","Benoit, Claire-Lise de","Claire-Lise de Benoit","Communion fraternelle"
"À toi la gloire",190,"Je viens, Seigneur, à ce baptême",,,"Mason, Dr Lowell","Dr Lowell Mason","Saillens, Ruben","Ruben Saillens","Baptême"
"À toi la gloire",191,"Mort avec Christ, voilà ma délivrance",,,"Air américain","Air américain","Glardon, Christian","Christian Glardon","Baptême"
"À toi la gloire",192,"Ah ! qu'il est beau de voir des frères",,,"Malan, César","César Malan","Malan, César","César Malan","Sainte-Cène"
"À toi la gloire",193,"J'ai faim, j'ai soif, Jésus",,,"Air autrichien","Air autrichien","Saillens, Ruben","Ruben Saillens","Sainte-Cène"
"À toi la gloire",194,"C'est toi, Jésus, pain de vie",,"Bryn Calfaria","Owen, William","William Owen","Pélaz, Adèle","Adèle Pélaz","Sainte-Cène"
"À toi la gloire",195,"Romps-nous le pain de vie",,"Break Thou the Bread of Life","Sherwin, William Fiske","William Fiske Sherwin","Saillens, Ruben","Ruben Saillens","Sainte-Cène"
"À toi la gloire",196,"O Jésus, Prince généreux",,,"Hus, Jean","Jean Hus","Hus, Jean","Jean Hus","Sainte-Cène"
"À toi la gloire",197,"Qu'aujourd'hui toute la terre",,,"Gabrieli","Gabrieli","Malan, César","César Malan","Culte (début-fin)"
"À toi la gloire",198,"Jour du Seigneur",,"Ach Gott und Herr","Recueil Hymnodus Sacer","Recueil Hymnodus Sacer","Engel, Matthias","Matthias Engel","Culte (début-fin)"
"À toi la gloire",199,"Dans les jours qui viennent",,,"Burnand, Alain","Alain Burnand","Burnand, Alain","Alain Burnand","Bénédiction"
"À toi la gloire",200,"Que la grâce de Dieu",,"May God's Blessing Surround You","Barrows, Cliff","C. Barrows","Lachat, Pierre","Pierre Lachat","Bénédiction"
"À toi la gloire",201,"Que la grâce de notre Seigneur",,,"Gregor, Charles","Charles Gregor","Gregor, Charles","Charles Gregor","Bénédiction"
"À toi la gloire",202,"Reste avec nous",,"Eventide","Monk, William Henry","William Henry Monk","Chaponnière, Francis","Francis Chaponnière","Prière"
"À toi la gloire",203,"Notre Père qui es aux cieux",,,"Kuen, Alfred","Alfred Kuen","Kuen, Alfred","Alfred Kuen","Prière"
"À toi la gloire",204,"Oh ! prends mon âme",,"Hatikva","Air kabyle","Air kabyle","Arnéra, Hector","Hector Arnéra","Prière"
"À toi la gloire",205,"Le Seigneur s'incline",,"Wunderbarer König","Neander, Joachim","Joachim Neander","Nicole, Jules-Marcel","Jules-Marcel Nicole","Prière"
"À toi la gloire",206,"Enseigne-moi",,"Teach Me Thy Way, O Lord","Ramsey, Benjamin Mansell","Benjamin Mansell Ramsey","Demaurex, Ruth","Ruth Demaurex","Prière"
"À toi la gloire",207,"Seigneur, dirige tous mes pas",,,"Monsell-Wolff, Mme","Mme Monsell-Wolff","Francke, August Hermann","August Hermann Francke","Prière"
"À toi la gloire",208,"Soleil de justice",,,"Croft, Dr. William","Dr. William Croft","Psautier morave","Psautier morave","Prière"
"À toi la gloire",209,"Mon Dieu, mon Père",,,"Malan, César","César Malan","Malan, César","César Malan","Prière"
"À toi la gloire",210,"Je m'approche de toi",,,"Inconnu","Inconnu","Pélaz, Adèle","Adèle Pélaz","Prière"
"À toi la gloire",211,"Seigneur, en silence",,"Speak, Lord, in the Stillness","Green, Harold","Harold Green","Budry, Edmond Louis","Edmond Louis Budry","Prière"
"À toi la gloire",212,"Moment si doux de la prière",,,"Mason, Dr Lowell","Dr Lowell Mason","Mégroz-Cornaz, H.","H. Mégroz-Cornaz","Prière"
"À toi la gloire",213,"Chaque jour de ma vie",,,"Malan, César","César Malan","Malan, César","César Malan","Prière"
"À toi la gloire",214,"Demeure par ta grâce",,"Christus der ist mein Leben","Vulpius, Melchior","Melchior Vulpius","Monnier, J.-F.","J.-F. Monnier","Prière"
"À toi la gloire",215,"Toi qui disposes",,"Crusader's Hymn","Willis, Richard Storrs","Richard Storrs Willis","Sautter, Blanche","Blanche Sautter","Prière"
"À toi la gloire",216,"Rends-toi maître de mon âme",,"May the Mind of Christ, My Savior","Barham-Gould, Arthur Cyril","Arthur Cyril Barham-Gould","Budry, Edmond Louis","Edmond Louis Budry","Prière"
"À toi la gloire",217,"Seigneur, dirige et sanctifie",,"Lascia ch'io pianga","Haendel, George Frideric","George Frideric Haendel","Aeschimann, Jules","Jules Aeschimann","Prière"
"À toi la gloire",218,"Oh ! que ta main paternelle",,,"Air allemand","Air allemand","Glardon, Auguste","Auguste Glardon","Prière"
"À toi la gloire",219,"Exauce, ô Père",,"Lascia ch'io pianga","Haendel, George Frideric","George Frideric Haendel","Blocher, Jacques-A.","Jacques-A. Blocher","Prière"
"À toi la gloire",220,"Donne, Seigneur",,,"Dona nobis pacem","Dona nobis pacem","Kuen, Alfred","Alfred Kuen","Prière"
"À toi la gloire",221,"Tiens dans ta main",,"Hold Thou my Hand","Main, Hubert Platt","Hubert Platt Main","Rilliet, L.E.","L.E. Rilliet","Prière"
"À toi la gloire",222,"Oh ! croyez que Dieu vous donne",,"At the Cross There's Room","Lowry, Robert","Robert Lowry","Glardon, Auguste","Auguste Glardon","Evangélisation : appel"
"À toi la gloire",223,"Venez au Sauveur qui vous aime",,"Come to the Savior","Root, George Frederick","George Frederick Root","Glardon, Auguste","Auguste Glardon","Evangélisation : appel"
"À toi la gloire",224,"Le Maître est là",,,"Air hollandais","Air hollandais","Budry, Edmond Louis","Edmond Louis Budry","Evangélisation : appel"
"À toi la gloire",225,"Si vous saviez quel Sauveur je possède",,"I Am Praying for You","Sankey, Ira David","Ira David Sankey","Saillens, Ruben","Ruben Saillens","Evangélisation - Appel"
"À toi la gloire",226,"De la croix, la grâce coule",,,"Air russe","Air russe","Inconnu","Inconnu","Evangélisation - Appel"
"À toi la gloire",227,"J'ai trouvé la paix profonde",,,"Bliss, Philip-Paul","Philip-Paul Bliss","Malan, Colonelle","Colonelle Malan","Evangélisation - Appel"
"À toi la gloire",228,"Viens à Jésus, il t'appelle",,,"Fawcett, John","John Fawcett","Rivier, Théophile","Théophile Rivier","Evangélisation - Appel"
"À toi la gloire",229,"Entends-tu ? Jésus t'appelle",,"Have you any room for Jesus","Williams, C.-C.","C.-C. Williams","Humbert, Mlle Amélie","Mlle Amélie Humbert","Evangélisation - Appel"
"À toi la gloire",230,"Au tribunal Jésus se tient",,,"Stocks, Mary L.","Mary L. Stocks","Blocher, Jacques-A. ; d'après Simpson, P.-B.","Jacques-A. Blocher ; d'après P.-B. Simpson","Evangélisation - Appel"
"À toi la gloire",231,"Une bonne nouvelle",,,"Air télougou","Air télougou","Lelièvre, Jean Wesley","Jean Wesley Lelièvre","Evangélisation - Appel"
"À toi la gloire",232,"Entends-tu le chant joyeux ?",,"Jesus Saves","Kirkpatrick, William James","William James Kirkpatrick","Hunter, M.","M. Hunter","Evangélisation - Appel"
"À toi la gloire",233,"Venez au Prince de la vie",,"With all my heart my thangs I bring","Bortniansky, Dimitri","Dimitri Bortniansky","Empeytaz, Henri-Louis","Henri-Louis Empeytaz","Evangélisation - Appel"
"À toi la gloire",234,"Dans ma misère et mon péché",,,"Bron, W.","W. Bron","Pilet, E.","E. Pilet","Réponse à l'appel"
"À toi la gloire",235,"Dieu a tant aimé le monde",,,"Lachat, Pierre","Pierre Lachat","Lachat, Pierre","Pierre Lachat","Evangélisation - Appel"
"À toi la gloire",236,"Agneau de Dieu, Messager de la grâce",,"Wiegenlied Op. 49 No. 4 (Lullaby)","Brahms, Johannes","Johannes Brahms","Pélaz, Adèle","Adèle Pélaz","Réponse à l'appel"
"À toi la gloire",237,"Jésus, par ton sang précieux",,,"Perkins, Henry Southwick","Henry Southwick Perkins","Humbert, Mlle Amélie","Mlle Amélie Humbert","Réponse à l'appel"
"À toi la gloire",238,"Seigneur, je n'ai rien à t'offrir",,"Take me as I am","Sankey, Ira David","Ira David Sankey","Monod, Edouard","Edouard Monod","Réponse à l'appel"
"À toi la gloire",239,"Miséricorde insondable",,,"Armée du Salut","Armée du Salut","Armée du Salut","Armée du Salut","Réponse à l'appel"
"À toi la gloire",240,"Viens dans mon cœur !",,"Into My Heart","Clarke, Harry Dudley","Harry Dudley Clarke","Arnéra, Hector","Hector Arnéra","Réponse à l'appel"
"À toi la gloire",241,"O Christ, éternel rocher",,"Petra","Redhead, Richard","Richard Redhead","Saillens, Ruben","Ruben Saillens","Réponse à l'appel"
"À toi la gloire",242,"Seigneur Jésus, oh ! purifie",,,"Laster, J.H.","J.H. Laster","Decorvet-Blocher, Jeanne","Jeanne Decorvet-Blocher","Réponse à l'appel"
"À toi la gloire",243,"Tel que je suis, sans rien à moi",,"Woodworth","Bradbury, Willliam Batchelder","Willliam Batchelder Bradbury","Inconnu","Inconnu","Réponse à l'appel"
"À toi la gloire",244,"Je suis à toi",,,"Bonnet, Louis","Louis Bonnet","Scherer, Edmond","Edmond Scherer","Assurance du salut"
"À toi la gloire",245,"Grand Dieu, ta souveraine grâce",,,"Schicht, Johann Gottfried","Johann Gottfried Schicht","Saillens, Ruben","Ruben Saillens","Assurance du salut"
"À toi la gloire",246,"De Dieu l'amour éternel",,"I Am His, and He Is Mine","Mountain, James","James Mountain","Saillens, Ruben","Ruben Saillens","Assurance du salut"
"À toi la gloire",247,"Torrents d'amour et de grâce",,"Ebenezer","Williams, Thomas John","Thomas John Williams","Saillens, Ruben","Ruben Saillens","Assurance du salut"
"À toi la gloire",248,"Je l'ai trouvé",,,"Stebbins, George Coles","George Coles Stebbins","Rochedieu, Charles","Charles Rochedieu","Assurance du salut"
"À toi la gloire",249,"J'ai l'assurance de mon salut",,"Blessed assurance","Knapp, Aline-J.-F.","Aline-J.-F. Knapp","Vala, J.","J. Vala","Assurance du salut"
"À toi la gloire",250,"Quel Sauveur merveilleux",,"He was nailed","Graves, Frederick Arthur","Frederick Arthur Graves","Edlund, Algot","Algot Edlund","Assurance du salut"
"À toi la gloire",251,"O Fils de Dieu, quand ta lumière",,"With all my heart my thangs I bring","Bortniansky, Dimitri","Dimitri Bortniansky","Saillens, Ruben","Ruben Saillens","Assurance du salut"
"À toi la gloire",252,"Seigneur, du sein de ma misère",,,"Bost, Paul-Ami","Paul-Ami Bost","Boissier, Adrien","Adrien Boissier","Aspiration spirituelle"
"À toi la gloire",253,"Jésus, Jésus, viens à moi",,,"Bach, Johann Sebastian","Johann Sebastian Bach","Saillens, Ruben","Ruben Saillens","Aspiration spirituelle"
"À toi la gloire",254,"Mon Sauveur, je voudrais être",,"Watchman, tell us of the night","Parry, Dr Joseph","Dr Joseph Parry","Saillens, Ruben","Ruben Saillens","Aspiration spirituelle"
"À toi la gloire",255,"O mon Sauveur, ô source intarissable",,"Come unto me, when shadows darkly gather","Mendelssohn, Felix","Felix Mendelssohn","Inconnu","Inconnu","Aspiration spirituelle"
"À toi la gloire",256,"Le cri de mon âme",,"Creator Spirit, by Whose Aid","Bortniansky, Dimitri","Dimitri Bortniansky","Saillens, Ruben","Ruben Saillens","Aspiration spirituelle"
"À toi la gloire",257,"C'est toi, Jésus, que recherche mon âme",,,"Malan, César","César Malan","Malan, César","César Malan","Aspiration spirituelle"
"À toi la gloire",258,"Mon Dieu, plus près de toi",,"Bethany","Mason, Dr Lowell","Dr Lowell Mason","Chatelanat, Charles","Charles Chatelanat","Aspiration spirituelle"
"À toi la gloire",259,"Comme une terre altérée",,"There Shall Be Showers of Blessing","McGranahan, James","James McGranahan","Budry, Edmond Louis","Edmond Louis Budry","Aspiration spirituelle"
"À toi la gloire",260,"Jésus, ta sainte présence",,,"Harrison, Mlle Annie","Mlle Annie Harrison","Pélaz, Adèle","Adèle Pélaz","Aspiration spirituelle"
"À toi la gloire",261,"J'ai soif de ta présence",,"I need Thee every hour","Lowry, Robert","Robert Lowry","Glardon, Auguste","Auguste Glardon","Aspiration spirituelle"
"À toi la gloire",262,"Mon coeur voudrait t'aimer",,,"Doane, William Howard","William Howard Doane","Wargenau-Saillens, Mme M.","Mme M. Wargenau-Saillens","Aspiration spirituelle"
"À toi la gloire",263,"Te ressembler, Jésus",,"To be like Jesus","Larsson, John","John Larsson","Gowans, John","John Gowans","Aspiration spirituelle"
"À toi la gloire",264,"O toi qui donnes la vie",,,"Beer, J.","J. Beer","Perrenoud, Marcelle","Marcelle Perrenoud","Aspiration spirituelle"
"À toi la gloire",265,"Seigneur, attire",,,"Morriss, Leila Naylor","Leila Naylor Morriss","Hunter, M.","M. Hunter","Aspiration spirituelle"
"À toi la gloire",266,"Que ta lumière",,,"Inconnu","Inconnu","Kuen, Alfred","Alfred Kuen","Aspiration spirituelle"
"À toi la gloire",267,"Je veux répondre, ô Dieu !",,,"Recueil de Hanovre","Recueil de Hanovre","Roehrich, Louis","Louis Roehrich","Humiliation"
"À toi la gloire",268,"Seigneur, tu donnes ta grâce",,"Lord, I Hear the Showers of Blessing","Bradbury, Willliam Batchelder","Willliam Batchelder Bradbury","Saillens, Ruben","Ruben Saillens","Humiliation"
"À toi la gloire",269,"Nous nous courbons, ô notre Père",,"O Breath of Life","Hammond, Mary Jane","Mary Jane Hammond","Nicole, Jules-Marcel","Jules-Marcel Nicole","Humiliation"
"À toi la gloire",270,"Si mon peuple s'humilie",,"Si mon peuple","Squire, Cyril","Cyril Squire","Squire, Cyril","Cyril Squire","Humiliation"
"À toi la gloire",271,"Brûle, brûle",,"Burning, Burning","Larsson, John","John Larsson","Gowans, John","John Gowans","Consécration"
"À toi la gloire",272,"Cherchez d'abord le royaume de Dieu",,"Seek ye first the Kingdom","Lafferty, Karen","Karen Lafferty","Jeunesse en Mission","Jeunesse en Mission","Consécration"
"À toi la gloire",273,"En mon cœur, j'ai choisi",,"I have decided to follow Jesus","Air des Indes","Air des Indes","Sadhou Sundar Singh","Sadhou Sundar Singh","Consécration"
"À toi la gloire",274,"Qu'il fait bon à ton service",,,"Russel","Russel","Humbert, Mlle Amélie","Mlle Amélie Humbert","Consécration"
"À toi la gloire",275,"C'est mon joyeux service",,"My all is on the altar","Knapp, Aline-J.-F.","Aline-J.-F. Knapp","Monod, Théodore","Théodore Monod","Consécration"
"À toi la gloire",276,"Nous sommes au Seigneur",,,"Haydn, Franz Josef","Franz Josef Haydn","Chatelanat, Charles","Charles Chatelanat","Consécration"
"À toi la gloire",277,"Dans les jours où tout est joie",,,"Tissot-Robert, Mme E.","Mme E. Tissot-Robert","Tissot-Robert, Mme E.","Mme E. Tissot-Robert","Consécration"
"À toi la gloire",278,"Doux Agneau sans tache",,"In the Hour of Trial","Dykes, John Bacchus","John Bacchus Dykes","Saillens, Ruben","Ruben Saillens","Consécration"
"À toi la gloire",279,"J'ai tout quitté pour te suivre",,"Lord, with glowing heart I'd praise Thee","Smart, Henry","Henry Smart","Saillens, Ruben","Ruben Saillens","Consécration"
"À toi la gloire",280,"O Fils de Dieu, mon Sauveur bien-aimé",,,"Beethoven, Ludwig van","Ludwig van Beethoven","Chavannes, Frédéric","Frédéric Chavannes","Consécration"
"À toi la gloire",281,"Rends-moi captif, Seigneur",,"Not what my hands have done","Martin, George William","George William Martin","Saillens, Ruben ; d'après Matheson, George","Ruben Saillens ; d'après George Matheson","Consécration"
"À toi la gloire",282,"Tendre Sauveur, je viens à toi",,"Dear Lord and Father of Mankind","Maker, Frederick Charles","Frederick Charles Maker","Blocher, Jacques-A.","Jacques-A. Blocher","Consécration"
"À toi la gloire",283,"À toi, Seigneur, je m'abandonne",,,"Benoit, Claire-Lise de","Claire-Lise de Benoit","Benoit, Claire-Lise de","Claire-Lise de Benoit","Consécration"
"À toi la gloire",284,"À toi, mon Dieu, je m'abandonne",,,"Guillod, Georges","Georges Guillod","Guillod, Georges","Georges Guillod","Consécration"
"À toi la gloire",285,"Prends ma vie, elle doit être",,"Evening prayer","Stebbins, George Coles","George Coles Stebbins","Saillens, Ruben","Ruben Saillens","Consécration"
"À toi la gloire",286,"Deux mains pour servir",,,"Lemmel, Helen Howarth","Helen Howarth Lemmel","Hunter, James","James Hunter","Consécration"
"À toi la gloire",287,"Ma vie enfin je te donne",,,"Recueil de l'Etoile","Recueil de l'Etoile","Pélaz, Adèle","Adèle Pélaz","Consécration"
"À toi la gloire",288,"La voix du Seigneur m'appelle",,"Where He Leads Me","Carter, Russel-Kelso","Russel-Kelso Carter","Humbert, Mlle Amélie","Mlle Amélie Humbert","Consécration"
"À toi la gloire",289,"Entre tes mains j'abandonne",,"I surrender all","Weeden, Winfield Scott","Winfield Scott Weeden","Rochedieu, Charles","Charles Rochedieu","Consécration"
"À toi la gloire",290,"Seigneur, ta grâce m'appelle",,,"Schulz","Schulz","Budry, Edmond Louis","Edmond Louis Budry","Consécration"
"À toi la gloire",291,"À mon Dieu j'abandonne",,"O Welt, ich muss dich lassen","Isaac, Heinrich","Heinrich Isaac","Psalmodie morave","Psalmodie morave","Consécration"
"À toi la gloire",292,"Que tout genou fléchisse",,,"Nevin, J.-B.","J.-B. Nevin","Pélaz, Adèle","Adèle Pélaz","Consécration"
"À toi la gloire",293,"À tes pieds, ô divin Maître",,"We Shall Sleep, But Not Forever","Vail, Silas Jones","Silas Jones Vail","Budry, Edmond Louis","Edmond Louis Budry","Sanctification"
"À toi la gloire",294,"La croix que Dieu me donne",,,"d'Urhan, Chrétien","Chrétien d'Urhan","Malan, César","César Malan","Sanctification"
"À toi la gloire",295,"Seigneur, ce que je réclame",,,"Heer, J. de","J. de Heer","Booth-Clibborn, Mme","Mme Booth-Clibborn","Sanctification"
"À toi la gloire",296,"Dieu de grâce",,,"Koth, H.","H. Koth","Saillens, Ruben","Ruben Saillens","Sanctification"
"À toi la gloire",297,"Veille au matin",,,"Zuberbuhler, S.","S. Zuberbuhler","Recueil de l'Etoile","Recueil de l'Etoile","Sanctification"
"À toi la gloire",298,"Seigneur, à ton regard de flamme",,"O love that will not let me go","Peace, Dr Albert Lister","Dr Albert Lister Peace","Budry, Edmond Louis","Edmond Louis Budry","Sanctification"
"À toi la gloire",299,"Ah ! donne à mon âme",,,"Bliss, Philip-Paul","Philip-Paul Bliss","Monod, Théodore","Théodore Monod","Sanctification"
"À toi la gloire",300,"J'entends ta douce voix",,"I am Coming, Lord !","Hartsough, Lewis","Lewis Hartsough","Regamey, G.","G. Regamey","Sanctification"
"À toi la gloire",301,"O Dieu, relève-nous !",,"Great is Thy Faithfulness","Runyan, William Marion","William Marion Runyan","Benoit, Claire-Lise de","Claire-Lise de Benoit","Sanctification"
"À toi la gloire",302,"Un chrétien je voudrais être",,"Lord I want to be","Negro-spiritual","Negro-spiritual","Westphal, Ch.","Ch. Westphal","Sanctification"
"À toi la gloire",303,"Au pays d'Egypte, Israël…",,,"Negro-spiritual","Negro-spiritual","Nicole, Jules-Marcel","Jules-Marcel Nicole","Sanctification"
"À toi la gloire",304,"Veille et prie",,"Straf mich nicht in deinem Zorn","Recueil de Dresde","Recueil de Dresde","Siordet-Ruckert, J.","J. Siordet-Ruckert","Sanctification"
"À toi la gloire",305,"Seul refuge de mon âme",,,"Ahlwen, Elsie","Elsie Ahlwen","Inconnu","Inconnu","Amour pour Dieu"
"À toi la gloire",306,"Viens m'apprendre à t'aimer",,,"Bieni, Georges","Georges Bieni","Inconnu","Inconnu","Amour pour Dieu"
"À toi la gloire",307,"O Jésus, je t'aime",,"My Jesus, I Love Thee","Gordon, Adoniram Judson","Adoniram Judson Gordon","Isely, gustave","Gustave Isely","Amour pour Dieu"
"À toi la gloire",308,"Oh ! voir Jésus… !",,"Come unto me, when shadows darkly gather","Mendelssohn, Felix","Felix Mendelssohn","Arnéra, Hector","Hector Arnéra","Amour pour Dieu"
"À toi la gloire",309,"T'aimer Jésus, te connaître",,"Herz und Herz vereint zusammen","Psautier morave","Psautier morave","Guers, Emile","Emile Guers","Confiance en Dieu"
"À toi la gloire",310,"Bienheureux qui t'aime",,"Jesu, meine Freude","Crüger, Jean","Jean Crüger","Cuvier, Charles","Charles Cuvier","Confiance en Dieu"
"À toi la gloire",311,"Pour toi seul en qui j'espère",,"Only Thee","Doane, William Howard","William Howard Doane","Glardon, Auguste","Auguste Glardon","Confiance en Dieu"
"À toi la gloire",312,"Que ton fidèle amour",,,"Malan, César","César Malan","Malan, César","César Malan","Confiance en Dieu"
"À toi la gloire",313,"Jamais Dieu ne délaisse",,"We hail thee now, O Jesus","Maker, Frederick Charles","Frederick Charles Maker","Inconnu","Inconnu","Confiance en Dieu"
"À toi la gloire",314,"Saisis ma main craintive",,"So nimm denn meine Hände","Schilcher, Frédéric","Frédéric Schilcher","Haussmann, Julia von","Julia von Haussmann","Confiance en Dieu"
"À toi la gloire",315,"Quel repos céleste",,"It is Well with my Soul","Bliss, Philip-Paul","Philip-Paul Bliss","Humbert, Mlle Amélie","Mlle Amélie Humbert","Confiance en Dieu"
"À toi la gloire",316,"Celui qui met en Jésus",,"Christ Receiveth Sinful Men","McGranahan, James","James McGranahan","Humbert, Mlle Amélie","Mlle Amélie Humbert","Confiance en Dieu"
"À toi la gloire",317,"Il est un port secourable",,,"Hartsough, Lewis","Lewis Hartsough","Saillens, Ruben","Ruben Saillens","Confiance en Dieu"
"À toi la gloire",318,"Je ne sais pourquoi dans sa grâce",,"I know","McGranahan, James","James McGranahan","Guillod, Georges","Georges Guillod","Confiance en Dieu"
"À toi la gloire",319,"Ah ! si ton sang, si ta mort, si ta vie",,"Grablied","Flemming, Friedrich Ferdinand","Friedrich Ferdinand Flemming","Gregor, Charles","Charles Gregor","Confiance en Dieu"
"À toi la gloire",320,"O Jésus, je me repose",,"Jesus, I Am Resting, Resting","Mountain, James","James Mountain","Saillens, Ruben","Ruben Saillens","Confiance en Dieu"
"À toi la gloire",321,"Dieu nous aime comme un Père",,,"Air suédois","Air suédois","Kuen, Alfred","Alfred Kuen","Confiance en Dieu"
"À toi la gloire",322,"Sur toi je me repose",,"Safe in the Arms of Jesus","Doane, William Howard","William Howard Doane","Monod, Théodore","Théodore Monod","Confiance en Dieu"
"À toi la gloire",323,"Quand ma route est obscure",,"In Christ there is no east and west","Reinagle, Alexander Robert","Alexander Robert Reinagle","Recueil de l'Etoile","Recueil de l'Etoile","Confiance en Dieu"
"À toi la gloire",324,"Comme un fleuve immense",,"Wye Valley","Mountain, James","James Mountain","Schürer, Mlle E.","Mlle E. Schürer","Confiance en Dieu"
"À toi la gloire",325,"Paix, paix parfaite",,"Peace, perfect Peace","Caldbeck, George-Thomas","George-Thomas Caldbeck","Gibson, Helen","Helen Gibson","Confiance en Dieu"
"À toi la gloire",326,"Mort avec Christ d'une mort volontaire",,"Moment by moment","Whittle, Dr Daniel Webster","Dr Daniel Webster Whittle","Saillens, Ruben","Ruben Saillens","Confiance en Dieu"
"À toi la gloire",327,"Mon coeur joyeux",,,"Malan, César","César Malan","Malan, César","César Malan","Confiance en Dieu"
"À toi la gloire",328,"La foi fait tomber sous nos yeux",,,"Psautier suisse allemand","Psautier suisse allemand","Zinzendorf, Nicolaus Ludwig von","Nicolaus Ludwig von Zinzendorf","Confiance en Dieu"
"À toi la gloire",329,"À Jésus je m abandonne",,"Hark! The Herald Angels Sing","Mendelssohn, Felix","Felix Mendelssohn","Glardon, Auguste","Auguste Glardon","Confiance en Dieu"
"À toi la gloire",330,"Christ nous précédant",,,"Kuen, Alfred","Alfred Kuen","Paul, Léon","Léon Paul","Confiance en Dieu"
"À toi la gloire",331,"Repose en paix",,"Finlandia op. 26","Sibelius, Jean","Jean Sibelius","Blocher, Jacques-A.","Jacques-A. Blocher","Confiance en Dieu"
"À toi la gloire",332,"Notre barque est en danger",,"Herr, nun selbst den Wagen halt","Zwingli, Ulrich","Ulrich Zwingli","Meylan, D.","D. Meylan","Confiance en Dieu"
"À toi la gloire",333,"Lève les yeux vers Christ",,,"Air hébraïque","Air hébraïque","Saillens, Ruben","Ruben Saillens","Confiance en Dieu"
"À toi la gloire",334,"Ne te désole point, Sion",,"Nun danket alle Gott","Crüger, Jean","Jean Crüger","Neff, Félix","Félix Neff","Confiance en Dieu"
"À toi la gloire",335,"De quoi t'alarmes-tu, mon cœur ?",,"Was Gott tut, das ist wohlgetan","Gastorius, Séverus","Séverus Gastorius","Engel, Matthias","Matthias Engel","Confiance en Dieu"
"À toi la gloire",336,"Quand le vol de la tempête",,"Count Your Blessings","Excell, Edwin Othello","Edwin Othello Excell","Perenoud, Marcelle","Marcelle Perenoud","Confiance en Dieu"
"À toi la gloire",337,"Marchons avec joie",,"Onward, Christian Soldiers","Sullivan, Arthur","Arthur Sullivan","Jaulmes, Gédéon","Gédéon Jaulmes","Confiance en Dieu"
"À toi la gloire",338,"Déchargez-vous sur Dieu",,,"Hogen, John van den","John van den Hogen","Hogen, John van den","John van den Hogen","Confiance en Dieu"
"À toi la gloire",339,"Mon Dieu est si bon",,"Gud vet om allt","Hörnberg, I.-M.","I.-M. Hörnberg","Lepczinski, H.","H. Lepczinski","Confiance en Dieu"
"À toi la gloire",340,"Dieu vit toujours !",,,"Bach, Johann Sebastian","Johann Sebastian Bach","Saillens, Ruben","Ruben Saillens","Confiance en Dieu"
"À toi la gloire",341,"Chrétien, réjouis-toi !",,"Rejoice the Lord is King","Darwall, John","John Darwall","Benoit, Claire-Lise de","Claire-Lise de Benoit","Joie - bonheur"
"À toi la gloire",342,"O joie immense, infinie !",,,"Beethoven, Ludwig van","Ludwig van Beethoven","Omer, A.","A. Omer","Joie - bonheur"
"À toi la gloire",343,"L'Eternel est ma part",,,"Recueil de Berne","Recueil de Berne","Merle d'Aubigné, Jean Henri","Jean Henri Merle d'Aubigné","Joie - bonheur"
"À toi la gloire",344,"Que ne puis-je, ô mon Dieu",,,"Duvernoy, H.","H. Duvernoy","Monod, Adolphe","Adolphe Monod","Joie - bonheur"
"À toi la gloire",345,"Jésus me demande d'être",,"I'll be a Sunbeam","Excell, Edwin Othello","Edwin Othello Excell","Rochedieu, Charles","Charles Rochedieu","Joie - bonheur"
