"book","num","title","title2","originalTitle","composer","composer2","author","author2","theme"
"Ailes de la Foi",538,"Bienheureux qui t'aime.","Avec toi, tout est à moi","Jesu, meine Freude","Crüger, Johann ; harmonie de Bach, Johann Sebastian","Johann Crüger ; harmonie de Johann Sebastian Bach","Cuvier, Charles","Charles Cuvier","Jésus-Christ - Sa gloire et son amour"
"Ailes de la Foi",539,"De Jésus la souvenance.",,,"Oeschner, A.","A. Oeschner","Monod, Théodore","Théodore Monod","Jésus-Christ - Sa gloire et son amour"
"Ailes de la Foi",540,"Oh ! viens bientôt, Emmanuel.","Joyeux, levez les yeux","Veni, veni Emmanuel","Mélodie grégorienne","Mélodie grégorienne","Ecuyer, Hermann","Hermann Ecuyer","Jésus-Christ - Sa gloire et son amour"
"Ailes de la Foi",541,"Humble et doux Jésus.",,"O Jesulein süß","Scheidt, Samuel ; Bach, Johann Sebastian","Samuel Scheidt ; Johann Sebastian Bach","Dombre, Ch.","Ch. Dombre","Jésus-Christ - Sa gloire et son amour"
"Ailes de la Foi",542,"Laisse-moi désormais.",,,"Recueil de Lyon","Recueil de Lyon","Conrart, A. ; Marot, Clément","A. Conrart ; Clément Marot","Jésus-Christ - Sa naissance"
"Ailes de la Foi",543,"Béni soit à jamais.",,,"Psautier","Psautier","Pictet, Bénédict.","Bénédict. Pictet","Jésus-Christ - Sa naissance"
"Ailes de la Foi",544,"Mon cœur, rempli des biens.",,,"Bourgeois, Louis","Louis Bourgeois","Pictet, Bénédict.","Bénédict. Pictet","Jésus-Christ - Sa naissance"
"Ailes de la Foi",545,"Le peuple qui marchait.",,,"Recueil de Montbelliard","Recueil de Montbelliard","Decoppet, Charles","Charles Decoppet","Jésus-Christ - Sa naissance"
"Ailes de la Foi",546,"Dieu, le tout-puissant Créateur.",,,"Recueil de Valentin Schumann","Recueil de Valentin Schumann","Recueil de la Confession d'Augsbourg","Recueil de la Confession d'Augsbourg","Jésus-Christ - Sa naissance"
"Ailes de la Foi",547,"Voici l'Enfant nous est né.",,"Gott sei Dank durch alle Welt","Recueil de Freylinghausen","Recueil de Freylinghausen","Psalmodie morave","Psalmodie morave","Jésus-Christ - Sa naissance"
"Ailes de la Foi",548,"O peuple fidèle.","Que votre amour l'implore","Adeste fideles",," ","Recueil de la Confession d'Augsbourg","Recueil de la Confession d'Augsbourg","Jésus-Christ - Sa naissance"
"Ailes de la Foi",549,"Devant ta crèche, tu me vois.",,"Es ist gewisslich an der Zeit","Bach, Johann Sebastian","Johann Sebastian Bach","Gerhardt, Paul","Paul Gerhardt","Jésus-Christ - Sa naissance"
"Ailes de la Foi",550,"Ton Roi vient, pauvre.",,,"Buttstedt, Fr.-V.","Fr.-V. Buttstedt","Siordet-Ruckert, J.","J. Siordet-Ruckert","Jésus-Christ - Rameaux"
"Ailes de la Foi",551,"Sur la croix où tu meurs.",,"Mein Seel, o Gott, muss loben dich","Recueil Bartholomaus Gesius, 1605","Recueil Bartholomaus Gesius, 1605","Budry, Edmond Louis","Edmond Louis Budry","Jésus-Christ - Sa mort"
"Ailes de la Foi",552,"Quelle douleur.",,,"Recueil de Mayence","Recueil de Mayence","Bonsen, L.-E.","L.-E. Bonsen","Jésus-Christ - Sa mort"
"Ailes de la Foi",553,"Je t'ai suivi sur le Calvaire.",,,"Recueil de Freylinghausen","Recueil de Freylinghausen","Durand, Louis","Louis Durand","Jésus-Christ - Sa mort"
"Ailes de la Foi",554,"Pour quel péché, Jésus.",,"Herzliebster Jesu","Crüger, Johann","Johann Crüger","Hoseman, Jean-Jacques","Jean-Jacques Hoseman","Jésus-Christ - Sa mort"
"Ailes de la Foi",555,"Dans sa divine humanité.",,"Victory","Palestrina, Giovanni Pierluigi da","Giovanni Pierluigi da Palestrina","Saillens, Ruben","Ruben Saillens","Jésus-Christ - Sa mort"
"Ailes de la Foi",556,"Frères, glorifions.",,,"Malan, César","César Malan","Recueil de Lyon","Recueil de Lyon","Jésus-Christ - Sa mort"
"Ailes de la Foi",557,"Le Sauveur est ressuscité.",,,"Recueil de Cologne","Recueil de Cologne","Hoseman, Jean-Jacques","Jean-Jacques Hoseman","Jésus-Christ - Sa résurrection"
"Ailes de la Foi",558,"Jésus seul est notre vie.",,,"Bach, Johann Sebastian","Johann Sebastian Bach","Homburg, Ernest Christoph ; traduit par Nicole, Jules-Marcel","Ernest Christoph Homburg ; traduit par Jules-Marcel Nicole","Jésus-Christ - Sa résurrection"
"Ailes de la Foi",559,"Ouvrez-vous, portes du tombeau !","Il vit, je sais qu'il vit",,," ","Isely, Gustave","gustave Isely","Jésus-Christ - Sa résurrection"
"Ailes de la Foi",560,"Du lieu très saint le Christ.",,,"Recueil de Johann Balthasar König","Recueil de Johann Balthasar König","Monod, Théodore","Théodore Monod","Jésus-Christ - Sa résurrection"
"Ailes de la Foi",561,"Jésus, ton règne sans pareil.",,"Rimington","Duckworth, Francis","Francis Duckworth","Saillens, Ruben ; imité librement de l'anglais de Watts, Isaac","Ruben Saillens ; imité librement de l'anglais de Isaac Watts","Jésus-Christ - Son retour"
"Ailes de la Foi",562,"O Dieu des grâces éternelles !",,"With all my heart my thangs I bring","Bortniansky, Dimitri","Dimitri Bortniansky","Lutteroth, Henri","Henri Lutteroth","Jésus-Christ - Son retour"
"Ailes de la Foi",563,"Viens, ô Jésus régner…",,,"Lutteroth, Mme H.","Mme H. Lutteroth","Lutteroth, Mme","Mme Lutteroth","Jésus-Christ - Son retour"
"Ailes de la Foi",564,"Esprit de Dieu, rends-moi.",,,"Recueil Vaud-Neuchâtel-Genève","Recueil Vaud-Neuchâtel-Genève","Gallot, H.","H. Gallot","Saint-Esprit"
"Ailes de la Foi",565,"O Dieu ! ta loi est sainte.",,,"Hollard, Mlle H.","Mlle H. Hollard",," ","La Bible"
"Ailes de la Foi",566,"Sur ton Eglise universelle.",,,"Bach, Carl Philipp Emanuel","Carl Philipp Emanuel Bach","Carbon-Ferrière, Jean-M., de","Jean-M. de Carbon-Ferrière","L'Eglise"
"Ailes de la Foi",567,"O Jésus, tu nous appelles.",,"Herz und Herz vereint zusammen","Psalmodie morave","Psalmodie morave","Zinzendorf, Nicolaus Ludwig von ; str. 2 et 3 de Budry, Edmond Louis","Nicolaus Ludwig von Zinzendorf ; str. 2 et 3 de Edmond Louis Budry","L'Eglise"
"Ailes de la Foi",568,"O Seigneur, bénis la parole.",,,"Bost, Ami","Ami Bost","Lutteroth, Henri","Henri Lutteroth","L'Eglise"
"Ailes de la Foi",569,"Céleste voix qui nous convies.",,"Wir lagern, Herr, zu Deinen Füßen","Recueil de Freylinghausen","Recueil de Freylinghausen","Rau, J.-F.-J.","J.-F.-J. Rau","L'Eglise - Cène"
"Ailes de la Foi",570,"Pour t'invoquer, ô Seigneur !",,"Liebster Jesu, wir sind hier","Ahle, Johann Rudolph","Johann Rudolph Ahle","Bersier, Eugène","Eugène Bersier","L'Eglise - Cène"
"Ailes de la Foi",571,"Chantons avec reconnaissance.",,,"Haydn, Joseph","Joseph Haydn","Saillens, Ruben","Ruben Saillens","L'Eglise - Cène"
"Ailes de la Foi",572,"O Jésus, Prince généreux.",,,"Hus, Jan","Jan Hus","Hus, Jean ; traduit par Nicole, Jules-Marcel","Jean Hus ; traduit par Jules-Marcel Nicole","L'Eglise - Cène"
"Ailes de la Foi",573,"Le Seigneur nous bénisse.",,,"Duprato, Jules","Jules Duprato",," ","Bénédiction"
"Ailes de la Foi",574,"Je viens, Seigneur, à ce baptême.",,,"Mason, Dr Lowell","Dr Lowell Mason","Saillens, Ruben","Ruben Saillens","Baptême"
"Ailes de la Foi",575,"Au sortir de ton sanctuaire.",,,"Mozart, Wolfgang Amadeus","Wolfgang Amadeus Mozart","Bersier, Eugène","Eugène Bersier","L'Eglise - Cène"
"Ailes de la Foi",576,"Le Seigneur s'incline.",,"Wunderbarer König","Recueil de Brême","Recueil de Brême","Nicole, Jules-Marcel ; d'après Tersteegen","Jules-Marcel Nicole ; d'après Tersteegen","Prière"
"Ailes de la Foi",577,"Une bonne nouvelle.","Viens à Jésus !",,"Air télougou","Air télougou","Lelièvre, Jean Wesley","Jean Wesley Lelièvre","Evangélisation - Appel"
"Ailes de la Foi",578,"Mon âme en silence.",,"Speak, Lord, in the Stillness","Green, Harold","Harold Green","Budry, Edmond Louis","Edmond Louis Budry","Evangélisation - Appel"
"Ailes de la Foi",579,"Vous tous dont l'âme.","Venez, venez, venez à Jésus",,"Barbezat, H.","H. Barbezat","Rochedieu, Charles","Charles Rochedieu","Evangélisation - Appel"
"Ailes de la Foi",580,"Venez, car Jésus est la vie !",,,"Ambresin, Fr.","Fr. Ambresin","Monod, Théodore","Théodore Monod","Evangélisation - Appel"
"Ailes de la Foi",581,"De la croix, la grâce coule.",,,"Air populaire russe","Air populaire russe",," ","Evangélisation - Appel"
"Ailes de la Foi",582,"Viens à Jésus, toi dont l'âme.",,,"Barbezat, H.","H. Barbezat","Estienne, Blanche d'","Blanche d' Estienne","Evangélisation - Appel"
"Ailes de la Foi",583,"Pauvre pécheur, Jésus t'appelle.","Sois sauvé… pourquoi pas ce soir ?",,," ","Saillens, Ruben","Ruben Saillens","Evangélisation - Appel"
"Ailes de la Foi",584,"Venez au Prince de la vie.","Qui l'invoque avec vérité","With all my heart my thangs I bring","Bortniansky, Dimitri","Dimitri Bortniansky","Empeytaz, Henri-Louis","Henri-Louis Empeytaz","Evangélisation - Appel"
"Ailes de la Foi",585,"Reviens à ton Père.",,"O Jesus, the Giver","Bliss, Philip-Paul","Philip-Paul Bliss","Bonnard, Emile","Emile Bonnard","Evangélisation - Appel"
"Ailes de la Foi",586,"Précieux Jésus, je t'aime !","Jésus, Jésus, ô mon Sauveur",,," ","Saillens, Ruben","Ruben Saillens","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",587,"Vers toi s'élève mon âme.",,"Freuet euch, ihr Christen alle","Hammerschmidt, Michael","Michael Hammerschmidt","Monod, Théodore","Théodore Monod","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",588,"Source pure, intarissable.","Je me plonge dans ton sein","Jesu, deine Liebeswunden","Bach, Johann Sebastian","Johann Sebastian Bach","Saillens, Ruben","Ruben Saillens","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",589,"Ah ! laissez-moi, terrestres joies !",,,"Malan, César","César Malan","Malan, César","César Malan","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",590,"Seigneur, aie pitié de nous !",,,"Gregor, Charles","Charles Gregor","D'après Matthieu 9:27","D'après Matthieu 9:27","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",591,"Seigneur, mon Dieu, dans mon âme.",,,"Malan, César","César Malan","Chavannes, Frédéric","Frédéric Chavannes","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",592,"Je veux répondre, ô Dieu !",,,"Recueil de Hanovre","Recueil de Hanovre","Roehrich, Louis","Louis Roehrich","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",593,"Toi qui sur le bois infâme.",,,"Oeschner, A.","A. Oeschner","Monod, Théodore","Théodore Monod","Evangélisation - Réponse à l'appel"
"Ailes de la Foi",594,"Oh ! qu'heureux est celui.",,,"Hollard, Mlle H.","Mlle H. Hollard","Ps. 32 : 1, 2 ; 103 : 1, 2","Ps. 32 : 1, 2 ; 103 : 1, 2","Assurance du salut"
"Ailes de la Foi",595,"Si tu veux avoir la vie.","Il faut naître de nouveau",,"Guillod, Georges","Georges Guillod","Guillod, Georges","Georges Guillod","Evangélisation - Appel"
"Ailes de la Foi",596,"Non, nous n'offrirons point.",,,"Duprato, Jules","Jules Duprato","Decoppet, Auguste Louis","Auguste Louis Decoppet","Consécration"
"Ailes de la Foi",597,"Seigneur, dirige et sanctifie.",,"Lascia ch'io pianga","Haendel, George Frideric","George Frideric Haendel","Aeschimann, Jules","Jules Aeschimann","Confirmation"
"Ailes de la Foi",598,"La voix du Seigneur m'appelle.","Jusqu'au bout, je veux te suivre","Where He Leads Me","Carter, Russel-Kelso","Russel-Kelso Carter","Humbert, Mlle Amélie","Mlle Amélie Humbert","Consécration"
"Ailes de la Foi",599,"J'entends ta douce voix.",,"I am Coming, Lord !","Hartsough, Lewis","Lewis Hartsough","Regamey, G.","G. Regamey","Consécration"
"Ailes de la Foi",600,"Ma vie enfin je te donne.",,,"Recueil de l'Etoile","Recueil de l'Etoile","Pélaz, Adèle","Adèle Pélaz","Consécration"
"Ailes de la Foi",601,"Quand ma route est obscure.","Je regarde au Sauveur","In Christ there is no east and west","Reinagle, Alexander Robert","Alexander Robert Reinagle","Recueil de l'Etoile","Recueil de l'Etoile","Consécration"
"Ailes de la Foi",602,"D'un saint désir emplis mon âme.",,,"Wilkes, Alpheus Paget ; arrangement par Andropoff, Dr D.-W.","Alpheus Paget Wilkes ; arrangement par Dr D.-W. Andropoff","Wilkes, A.-Paget ; traduit par Saillens, Ruben","A.-Paget Wilkes ; traduit par Ruben Saillens","Consécration"
"Ailes de la Foi",603,"Mon Jésus, je t'aime.","Je t'aime, ô Jésus","My Jesus, I Love Thee","Gordon, Adoniram Judson","Adoniram Judson Gordon","Isely, gustave","Gustave Isely","Consécration"
"Ailes de la Foi",604,"À mon Dieu j'abandonne.",,"O Welt, ich muss dich lassen","Isaak, Heinrich","Heinrich Isaak","Psalmodie morave","Psalmodie morave","Consécration"
"Ailes de la Foi",605,"Dans les jours où tout est joie.","Dieu peut-il compter sur nous",,"Tissot-Robert, Mme E.","Mme E. Tissot-Robert","Tissot-Robert, Mme E.","Mme E. Tissot-Robert","Consécration"
"Ailes de la Foi",606,"Tendre Sauveur, je viens à Toi.",,"Dear Lord and Father of Mankind","Maker, Frederik Charles","Frederik Charles Maker","Blocher, Jacques-A.","Jacques-A. Blocher","Consécration"
"Ailes de la Foi",607,"La parfaite victoire.","Je m'abandonne à toi","Forever with the Lord","Woodbury, Isaac Baker","Isaac Baker Woodbury","Saillens, Ruben","Ruben Saillens","Sanctification"
"Ailes de la Foi",608,"Chaque matin je répète.",,"Herz und Herz vereint zusammen","Psalmodie morave","Psalmodie morave","Monod, Théodore","Théodore Monod","Sanctification"
"Ailes de la Foi",609,"Veux-tu briser du péché le pouvoir ?","Je suis fort, fort","There is Power in the Blood","Jones, Lewis Edgar","Lewis Edgar Jones","Guillod, Georges","Georges Guillod","Sanctification"
"Ailes de la Foi",610,"Il faut pour te suivre.",,"Creator Spirit, by Whose Aid","Bortniansky, Dimitri","Dimitri Bortniansky","Saillens, Ruben","Ruben Saillens","Sanctification"
"Ailes de la Foi",611,"Viens m'apprendre à t'aimer.",,,"Bieni, Georges","Georges Bieni","J. B.","J. B.","Sanctification"
"Ailes de la Foi",612,"Quoi ! le sang de l'Agneau.",,"With all my heart my thangs I bring","Bortniansky, Dimitri","Dimitri Bortniansky","Saillens, Ruben","Ruben Saillens","Sanctification"
"Ailes de la Foi",613,"Oh ! pendant que pour lui.",,,"Bost, Ami","Ami Bost",," ","Consécration"
"Ailes de la Foi",614,"Jésus te confie.","Prie, agis, jour après jour",,"Chants joyeux","Chants joyeux","Hunter, James","James Hunter","Activité"
"Ailes de la Foi",615,"Semons dès l'aurore.","Bon courage, amis",,"Miner, G.-A.","G.-A. Miner","Decoppet, Auguste Louis","Auguste Louis Decoppet","Activité"
"Ailes de la Foi",616,"Entends-tu l'appel du Maître ?",,,"Chants de la Croix-Bleue","Chants de la Croix-Bleue","Bonnard, Emile","Emile Bonnard","Activité"
"Ailes de la Foi",617,"Sur le Congo solitaire.","Oh ! La merveilleuse histoire",,"Foster, Stephen","Stephen Foster","Saillens, Ruben ; d'après Fullerton, William Young","Ruben Saillens ; d'après William Young Fullerton","Missions"
"Ailes de la Foi",618,"Écoutez, écoutez.",,,," ","Monod, Edouard","Edouard Monod","Missions"
"Ailes de la Foi",619,"C'est trop chanter la paix.",,,"Lutteroth, Mme H.","Mme H. Lutteroth","Monod, Théodore","Théodore Monod","Activité"
"Ailes de la Foi",620,"Non point à nous, Seigneur.",,,"Bost, Ami","Ami Bost","Monod, Théodore","Théodore Monod","Activité"
"Ailes de la Foi",621,"Ici-bas, où le mal abonde..","Au ciel notre patrie","Chant des Girondins","Air : les Girondins","Air : les Girondins","Saillens, Ruben","Ruben Saillens","Combats - Victoire"
"Ailes de la Foi",622,"O chrétien voyageur !",,,"Bost, Ami","Ami Bost","Malan, César","César Malan","Combats - Victoire"
"Ailes de la Foi",623,"Dieu tout-puissant.",,,"Haydn, Joseph","Joseph Haydn","Maison, Mme de","Mme de Maison","Epreuve - Consolation"
"Ailes de la Foi",624,"Notre barque est en danger.",,"Herr, nun selbst den Wagen halt","Zwingli, Ulrich","Ulrich Zwingli","Meylan, D. ; Zwingli, Ulrich","D. Meylan ; Ulrich Zwingli","Epreuve - Consolation"
"Ailes de la Foi",625,"Mon Dieu, j'espère en toi.",,,"Körner, Christian Gottfried","Christian Gottfried Körner","Aeschimann, Jules","Jules Aeschimann","Epreuve - Consolation"
"Ailes de la Foi",626,"Flots mugissants, flots en furie.","Le gouvernail de ma nacelle","I Know Who Pilots Me","Smith, Howard E.","Howard E. Smith","Rochedieu, Charles","Charles Rochedieu","Epreuve - Consolation"
"Ailes de la Foi",627,"Par Toi, Jésus, la joie abonde.",,"Jesus Shall Reign Where'er the Sun","Hatton, John","John Hatton","Saillens, Ruben","Ruben Saillens","Paix - Confiance"
"Ailes de la Foi",628,"Contre les affres de la mort.",,,"Franck, Melchior","Melchior Franck","Wargenau-Saillens, Mme M.","Mme M. Wargenau-Saillens","Paix - Confiance"
"Ailes de la Foi",629,"C'est là-haut qu'est ma Patrie.","Par-delà l'azur immense",,"Hunter, James","James Hunter","Hunter, James","James Hunter","Ciel"
"Ailes de la Foi",630,"L'horizon se colore.","Pays d'Emmanuel","Jerusalem the Golden","Ewing, Alexander","Alexander Ewing","Saillens, Ruben","Ruben Saillens","Ciel"
"Ailes de la Foi",631,"De Canaan quand verrons-nous ?","Oh ! Quel parfait bonheur, quel bonheur",,"Psaumes et Cantiques","Psaumes et Cantiques","Psaumes et Cantiques","Psaumes et Cantiques","Ciel"
"Ailes de la Foi",632,"O Dieu, que cette année.",,"O Welt, ich muss dich lassen","Isaak, Heinrich","Heinrich Isaak","Bèze, Théodore De","Théodore De Bèze","Ciel"
"Ailes de la Foi",633,"Quel bonheur d'être en famille.",,,"Schicht, Johann Gottfried","Johann Gottfried Schicht","Rochedieu, Charles","Charles Rochedieu","Famille"
"Ailes de la Foi",634,"O toi qui t'es donné.",,,"Recueil de Jean Dumas, Leipzig","Recueil de Jean Dumas, Leipzig","Decoppet, Auguste Louis","Auguste Louis Decoppet","Famille"
"Ailes de la Foi",635,"Sur nos monts, quand le soleil.","Au ciel montent plus joyeux","Schweizerpsalm","Zwyssig, Alberich","Alberich Zwyssig","Chatelanat, Charles","Charles Chatelanat","Patrie"
"Ailes de la Foi",636,"Seigneur, Dieu tout-puissant.",,,"Malan, César","César Malan","Decoppet, Auguste Louis","Auguste Louis Decoppet","Patrie"
"Ailes de la Foi",637,"Jeunesse ardente et généreuse.",,,"Gaydou, A.","A. Gaydou","Monod, Edouard","Edouard Monod","Jeunesse"
"Ailes de la Foi",638,"O Dieu ! nous le plaçons.",,,"Rousseau, Jean-Jacques","Jean-Jacques Rousseau","Monod, Edouard","Edouard Monod","Jeunesse"
"Ailes de la Foi",639,"C'est vers la cime.",,,"Barbezat, H.","H. Barbezat","Estienne, Blanche d'","Blanche d' Estienne","Jeunesse"
"Ailes de la Foi",640,"Mon beau sapin.",,"O Tannenbaum","Air populaire allemand","Air populaire allemand","Delcasso","Delcasso","Enfants"
"Ailes de la Foi",641,"Venez voir la crèche.",,,"Heer, Johannes de","Johannes de Heer","Saillens, Ruben","Ruben Saillens","Enfants"
"Ailes de la Foi",642,"Un ange sur la nue.",,"Tell Me the Old, Old Story","Doane, William Howard","William Howard Doane","Saillens, Ruben","Ruben Saillens","Enfants"
"Ailes de la Foi",643,"Sûr de la victoire.","Oui, la victoire, tu l'auras",,"Doane, William Howard","William Howard Doane","Boisson, A.","A. Boisson","Enfants"
"Ailes de la Foi",644,"Dans mon âme un beau soleil brille.","Oh ! Quel beau soleil dans mon âme",,," ","Isely, Gustave","Gustave Isely","Enfants"
"Ailes de la Foi",645,"Si le bruit trouble la rue.",,,"Ecoles du dimanche","Ecoles du dimanche",," ","Enfants"
"Ailes de la Foi",646,"Toujours joyeux !",,,"Amiel, Henri Frédéric","Henri Frédéric Amiel",," ","Enfants"
"Ailes de la Foi",647,"Mon enfant, redoute.",,,"Croft, Dr. William","Dr. William Croft","Fargues, P.","P. Fargues","Enfants"
"Ailes de la Foi",648,"Voici venir l'orage.",,,"Millard, Harrison","Harrison Millard","Budry, Edmond Louis","Edmond Louis Budry","Enfants"
"Ailes de la Foi",649,"Servons tous, dès notre enfance.","C'est à lui qu'on ne peut être",,"Rousseau, Jean-Jacques","Jean-Jacques Rousseau","Pulsford, Luc","Luc Pulsford","Enfants"
"Ailes de la Foi",650,"Il naît ; et dans les cieux.",,,"Caroll Anglais","Caroll Anglais","Saillens, Ruben","Ruben Saillens","Chœurs et Soli"
"Ailes de la Foi",651,"Je voudrais vous dire à genoux.",,,"Boissonas, M.","M. Boissonas","Boissonas, M.","M. Boissonas","Chœurs et Soli"
"Ailes de la Foi",652,"O nom divin, nom rédempteur.","Nous te couronnons",,"Jude, William Herbert","William Herbert Jude","Rochedieu, Charles","Charles Rochedieu","Chœurs et Soli"
"Ailes de la Foi",653,"Qu'elle est pure et belle.",,"Your Home must be Founded","Hartmann, J.-P.-E.","J.-P.-E. Hartmann","Rochedieu, Charles","Charles Rochedieu","Chœurs et Soli"
"Ailes de la Foi",654,"C'est un rempart que notre Dieu.",,"Ein feste Burg ist unser Gott","Luther, Martin","Martin Luther","Lutteroth, Henri","Henri Lutteroth","Chœurs et Soli"
"Ailes de la Foi",655,"Mon coeur voudrait t'aimer.",,"Bethany","Mason, Dr Lowell","Dr Lowell Mason","Wargenau-Saillens, Mme M.","Mme M. Wargenau-Saillens","Chœurs et Soli"
