"book","num","title","title2","originalTitle","composer","composer2","author","author2","theme"
"JEM Kids",66,"Jésus-Christ est mon ami",,"Jesus is a friend of mine","Highland, John","John Highland","Highland, John","John Highland","Confiance"
"JEM Kids",67,"J'habite peut-être dans une grande ville",,"I may live in a great big city","Smale, Ian","Ian Smale","Smale, Ian","Ian Smale","Habitation"
"JEM Kids",68,"Joie",,,"Paton, Marc et Rachel","Marc et Rachel Paton","Paton, Marc et Rachel","Marc et Rachel Paton","Joie"
"JEM Kids",69,"Jolie Marie",,,"Leprince, Jean-Jacques","Jean-Jacques Leprince","Leprince, Jean-Jacques","Jean-Jacques Leprince","Noël"
"JEM Kids",70,"Justice",,,"Reymond, François","François Reymond","Reymond, François","François Reymond","Armes du chrétien"
"JEM Kids",71,"La bienveillance",,,"Banov, Georgian","Georgian Banov","Banov, Georgian ; Cook, Winnie","Georgian Banov & Winnie Cook","Fruit de l'Esprit"
"JEM Kids",72,"La bonté",,,"Milligan, Mike","Mike Milligan","Milligan, Mike","Mike Milligan","Fruit de l'Esprit"
"JEM Kids",73,"La ceinture de la vérité",,,"Schneider, Rolf","Rolf Schneider","Schneider, Rolf","Rolf Schneider","Armes du chrétien"
"JEM Kids",74,"La douceur",,,"Banov, Georgian","Georgian Banov","Banov, Georgian","Georgian Banov","Fruit de l'Esprit"
"JEM Kids",75,"La foi",,,"Hernandez, Frank ; Saunders, Sherry","Frank Hernandez & Sherry Saunders","Hernandez, Frank ; Saunders, Sherry","Frank Hernandez & Sherry Saunders","Fruit de l'Esprit"
"JEM Kids",76,"La joie",,,"Patton, Jim & Dee","Jim & Dee Patton","Patton, Jim & Dee","Jim & Dee Patton","Joie"
"JEM Kids",77,"La louange des anges",,,"Leprince, Jean-Jacques","Jean-Jacques Leprince","Leprince, Jean-Jacques","Jean-Jacques Leprince","Noël"
"JEM Kids",78,"La paix",,,"Zeitner, Wayne","Wayne Zeitner","Zeitner, Wayne","Wayne Zeitner","Fruit de l'Esprit"
"JEM Kids",79,"La maîtrise de soi",,,"Milligan, Mike","Mike Milligan","Milligan, Mike","Mike Milligan","Fruit de l'Esprit"
"JEM Kids",80,"La patience",,,"Hernandez, Frank ; Saunders, Sherry","Frank Hernandez & Sherry Saunders","Hernandez, Frank ; Saunders, Sherry","Frank Hernandez & Sherry Saunders","Fruit de l'Esprit"
"JEM Kids",81,"Le plus fort",,,"Grandjean, Hélène et Samuel","Hélène et Samuel Grandjean","Grandjean, Hélène et Samuel","Hélène et Samuel Grandjean","Confiance"
"JEM Kids",82,"L'amour",,,"Hernandez, Frank ; Saunders, Sherry","Frank Hernandez & Sherry Saunders","Hernandez, Frank ; Saunders, Sherry","Frank Hernandez & Sherry Saunders","Amour"
"JEM Kids",83,"Le créateur",,,"Seauve, Nancy","Nancy Seauve","Seauve, Nancy","Nancy Seauve","Création"
"JEM Kids",84,"Le fou sur le sable a bâti sa maison",,,"Inconnu","Inconnu","Inconnu","Inconnu","Histoires et personnages bibliques"
"JEM Kids",85,"Le savon lave mon visage",,,"Grandjean, Hélène et Samuel","Hélène et Samuel Grandjean","Grandjean, Hélène et Samuel","Hélène et Samuel Grandjean","Pardon"
"JEM Kids",86,"Le train de l'évangile",,,"van Woerden, Pierre","Pierre van Woerden","van Woerden, Pierre","Pierre van Woerden","Evangélisation"
"JEM Kids",87,"L'épée puissante",,,"Freymond, Sylvain","Sylvain Freymond","Freymond, Sylvain","Sylvain Freymond","Armes du chrétien"
"JEM Kids",88,"Les carottes",,,"Bussy, Jean-François","Jean-François Bussy","Bussy, Jean-François","Jean-François Bussy","Repas"
"JEM Kids",89,"Les chemins de la terre",,,"Bussy, Jean-François","Jean-François Bussy","Bussy, Jean-François","Jean-François Bussy","Jésus"
"JEM Kids",90,"Les enfants du Roi",,,"Schnegg, Judith","Judith Schnegg","Schnegg, Judith","Judith Schnegg","Enfants"
"JEM Kids",91,"Les livres de la bible",,,"van Woerden, Pierre","Pierre van Woerden","van Woerden, Pierre","Pierre van Woerden","Parole de Dieu"
"JEM Kids",92,"L'Eternel regarde au cœur",,,"Grandjean, Hélène et Samuel","Hélène et Samuel Grandjean","Grandjean, Hélène et Samuel","Hélène et Samuel Grandjean","Différences"
